 Platform,ShopName,Reputation,CreateShopTime,Provinces,City,Zone,Brand,PropertiesOne,PropertiesTwo,PropertiesThree,PropertiesFour,PropertiesFive,Title,StoreActivity,Price,PromotionPrice,PenNuitPrice,GuestUintPrice,PeopleNumber,Sale,SalePrice,NumberOfComment,CollectNumber,BabyID,ShopID,UnderTime,BabyLink,Year,Month,UNIXTime,AttributeOne,AttributeTwo,Class,重量(g):,工艺:,形状:,系列:
天猫超市,天猫超市,天猫超市,,上海,上海,上海,迪乐司（韩国）,卖家未填,卖家未填,卖家未填,卖家未填,卖家未填,【天猫超市】韩国进口 迪乐司卡布奇诺咖啡味曲奇饼干 157.5g年货,,22,11.9,11.9,16.3,67,92,"1,095",410,57,39044669126,101717810,,点击查看,1900,,,迪乐司（韩国）,,,,,,
天猫超市,天猫超市华南站,天猫超市,,广东,广州,广东广州,维奕(台澎金马关税),卖家未填,卖家未填,卖家未填,卖家未填,卖家未填,【天猫超市】台湾进口 维奕黑糖沙琪玛250g 特产年货休闲零食品,,25.9,16.8,16.8,28,39,65,"1,092",1009,144,40256545657,101717810,,点击查看,1900,,,维奕(台澎金马关税),,,,,,
淘宝,hanjunqin1984,金冠卖家,2008/9/15,广东,广州,广东广州,MCVITLE'S,卖家未填,500,卖家未填,卖家未填,饼干,英国年货进口零食 麦维他消化饼干/Mcvitie’s消化饼干500g低热量,19.50元/500g,19.5,,19.5,39,28,56,"1,092",85,1624,10097760454,36355612,2015/1/27 20:00,点击查看,2008,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1422360038000&starts=1421755238000&item_id=10097760454&user_tag=471404544&old_quantity=5500&zhichong=true&sold_total_num=16&seller_num_id=114595520&dk=0&title=%D3%A2%B9%FA%C4%EA%BB%F5%BD%F8%BF%DA%C1%E3%CA%B3+%C2%F3%CE%AC%CB%FB%CF%FB%BB%AF%B1%FD%B8%C9%2FMcvitie%26rsquo%3Bs%CF%FB%BB%AF%B1%FD%B8%C9500g%B5%CD%C8%C8%C1%BF&sbn=fcebc435462c6cd1ba31451e7e1db9f6&isTKA=false&msc=1,品牌: MCVITLE'S,生产许可证编号:==产品标准号:==厂名:McVitie's Light Digestive==厂址:沙田小历源安平街2号利丰中心15字楼==厂家联系方式:0085226355951==配料表:小麦粉，白砂糖，全麦粉，植物油，葡萄糖，膨化剂，酸度调节剂，乳化剂，食盐==储藏方法:==保质期:365==食品添加剂:膨化剂，酸度调节剂，乳化剂==包装方式: 包装==重量(g): 500==品牌: MCVITLE'S==系列: 饼干==产地: 其它国家==,,,,,
淘宝,wsq3501,金牌卖家,2007/3/4,黑龙江,哈尔滨,黑龙江哈尔滨,小牛,卖家未填,250,卖家未填,卖家未填,卖家未填,年货满包邮 俄罗斯进口小牛牌麦香巧克力威化饼干散称250克/袋,37.80元/500g,18.9,17.9,17.9,43.7,25,61,"1,092",67,241,35286506701,34293226,2015/1/24 15:18,点击查看,2007,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1422083882000&starts=1421479082000&item_id=35286506701&user_tag=408506384&old_quantity=166&zhichong=true&sold_total_num=16&seller_num_id=54443064&dk=0&title=%C4%EA%BB%F5%C2%FA%B0%FC%D3%CA+%B6%ED%C2%DE%CB%B9%BD%F8%BF%DA%D0%A1%C5%A3%C5%C6%C2%F3%CF%E3%C7%C9%BF%CB%C1%A6%CD%FE%BB%AF%B1%FD%B8%C9%C9%A2%B3%C6250%BF%CB%2F%B4%FC&sbn=168b047a64b403aab66b26ada717a254&isTKA=false&msc=1,品牌: 小牛,生产许可证编号:==产品标准号:==厂名:==厂址:==厂家联系方式:==配料表:==储藏方法:==保质期:==食品添加剂:==包装方式: 散装==重量(g): 250==品牌: 小牛==产地: 俄罗斯==,,,,,
淘宝,941746365s,皇冠卖家,2014/9/19,上海,上海,上海,卜珂,松露巧克力,400,非手工,松露型,松露巧克力(代可可脂)400g,卜珂黑松露巧克力400g零食进口8口味情人节送女友盒装礼物年货,36.25元/500g,29,19.48,19.48,28.7,38,56,"1,091",25,26,42831546018,113674870,2015/1/25 13:31,点击查看,2014,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1422163893000&starts=1421559093000&item_id=42831546018&user_tag=471617536&old_quantity=4966&zhichong=true&sold_total_num=16&seller_num_id=2098881863&dk=0&title=%B2%B7%E7%E6%BA%DA%CB%C9%C2%B6%C7%C9%BF%CB%C1%A6400g%C1%E3%CA%B3%BD%F8%BF%DA8%BF%DA%CE%B6%C7%E9%C8%CB%BD%DA%CB%CD%C5%AE%D3%D1%BA%D0%D7%B0%C0%F1%CE%EF%C4%EA%BB%F5&sbn=cf23101c9927201affd288d32a394053&isTKA=false&msc=1,品牌: 卜珂,生产许可证编号:320513010265==产品标准号:SB/T10402==厂名:太仓市妮可食品有限公司==厂址:江苏省苏州市太仓经济开发区人民北路、北京西路北郊工业园==厂家联系方式:0512-53562772==配料表:可可粉、可可脂、可可液块、糖==储藏方法:储存于阴凉干燥处，温度小于25度==保质期:365==食品添加剂:香兰素、大豆卵磷脂==产品名称:卜珂 松露巧克力(代可可脂...==包装方式: 包装==包装种类: 盒装==品牌: 卜珂==系列: 松露巧克力(代可可脂)400g==商品条形码: 6955329200041==重量(g): 400==巧克力品类: 松露巧克力==巧克力价格: 50-80元==是否含糖: 含糖==产地: 中国大陆==省份: 江苏省==城市: 太仓市==是否含有代可可脂: 是==成分含量: 31%(含)-60%(含)==巧克力制作工艺: 非手工==形状: 松露型==,,,,,
天猫,梦里食品专营店,天猫卖家,,浙江,杭州,浙江杭州,淘麦屋,卖家未填,2000,卖家未填,卖家未填,干吃汤圆2kg（芝麻味）,淘麦屋干吃汤圆麻薯整箱2000g 年货糕点休闲零食品年糕年货麻糬,"满58元,包邮",99,25.9,25.9,36.3,30,42,"1,088",21,32,43301389446,57302400,,点击查看,1900,,,品牌:?淘麦屋,生产许可证编号:350624010750==厂名:龙海市乐麦食品有限公司==厂址:龙海市白水镇崎岎村==厂家联系方式:0571-83680977==配料表:麦芽糖浆 糯米粉 白砂糖 食用大豆油==储藏方法:避免潮湿或阳光直射，请至于阴凉干燥处保存==保质期:180 天==产品名称:淘麦屋 干吃汤圆2kg（芝麻...==包装方式:包装==品牌:淘麦屋==系列:干吃汤圆2kg（芝麻味）==重量(g):2000==是否含糖:含糖==是否为有机食品:否==产地:中国大陆==省份:福建省==城市:漳州市==,,,,,
天猫超市,天猫超市华南站,天猫超市,,广东,广州,广东广州,卖家未填,卖家未填,卖家未填,卖家未填,卖家未填,卖家未填,【天猫超市】德芙丝滑牛奶巧克力84g 新包装新品 零食 喜糖 年货,,14.5,,14.5,24.7,44,75,"1,088",,5,42881869188,101717810,,点击查看,1900,,,,,,,,,
淘宝,夏天的雪花_01,皇冠卖家,2012/6/19,河南,焦作,河南焦作,怀恋,卖家未填,158,卖家未填,卖家未填,怀山药脆片,休闲零食年货包邮怀恋怀山药脆片薯片特产全国膨化食品批发零食店,56.96元/500g,18,7.8,7.8,21.3,51,139,"1,084",289,1333,15573537506,72442752,2015/1/27 10:31,点击查看,2012,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1422325871000&starts=1421721071000&item_id=15573537506&user_tag=370741248&old_quantity=2466&zhichong=true&sold_total_num=16&seller_num_id=705713572&dk=0&title=%D0%DD%CF%D0%C1%E3%CA%B3%C4%EA%BB%F5%B0%FC%D3%CA%BB%B3%C1%B5%BB%B3%C9%BD%D2%A9%B4%E0%C6%AC%CA%ED%C6%AC%CC%D8%B2%FA%C8%AB%B9%FA%C5%F2%BB%AF%CA%B3%C6%B7%C5%FA%B7%A2%C1%E3%CA%B3%B5%EA&sbn=415bb74376ea38cd82d3764775b142ac&isTKA=false&msc=1,品牌: 怀恋,生产许可证编号:410812010006==产品标准号:GB/T22699==厂名:河南谷力佳食品有限公司==厂址:焦作市解放区马涧村西路==厂家联系方式:15938155848==配料表:怀山药，小麦粉，黄豆粉，盐，味精，精炼，天然调味粉==储藏方法:阴凉干燥处==保质期:270==食品添加剂:无==包装方式: 包装==品牌: 怀恋==系列: 怀山药脆片==膨化食品种类: 薯片==重量(g): 158==同城服务: 同城卖家送货上门==是否含糖: 无糖==是否为有机食品: 是==产地: 中国大陆==省份: 河南省==口味: 麻辣味 番茄味 葱香味 玉米味==,,,,,
淘宝,星夜幻风,皇冠卖家,2013/8/26,河北,邯郸,河北邯郸,步步升,卖家未填,1040,卖家未填,卖家未填,卖家未填,80后怀旧经典零食 南京板鸭 休闲童年国货年货小吃26g*40包 包邮,9.47元/500g,19.7,19.69,19.69,25.8,42,55,"1,083",94,137,37000145822,106066550,2015/1/24 20:03,点击查看,2013,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1422101012000&starts=1421496212000&item_id=37000145822&user_tag=475869184&old_quantity=3715&zhichong=true&sold_total_num=16&seller_num_id=1636041788&dk=0&title=80%BA%F3%BB%B3%BE%C9%BE%AD%B5%E4%C1%E3%CA%B3+%C4%CF%BE%A9%B0%E5%D1%BC+%D0%DD%CF%D0%CD%AF%C4%EA%B9%FA%BB%F5%C4%EA%BB%F5%D0%A1%B3%D426g*40%B0%FC+%B0%FC%D3%CA&sbn=e40cd4050b42b9eaef0cfd33c29f94e9&isTKA=false&msc=1,品牌: 步步升,生产许可证编号:445112010959==产品标准号:==厂名:潮安县福德园食品有限公司==厂址:潮安县庵埠镇梅溪工业新区==厂家联系方式:0310-7896860==配料表:见包装==储藏方法:阴凉干燥处==保质期:365==食品添加剂:见包装==包装方式: 包装==品牌: 步步升==膨化食品种类: 其他/other==重量(g): 1040==同城服务: 同城物流送货上门==是否含糖: 含糖==产地: 中国大陆==省份: 福建省==,,,,,
淘宝,呓语zzz,皇冠卖家,2010/9/20,福建,厦门,福建厦门,不二家,卖家未填,250,卖家未填,卖家未填,香醇牛奶硬质型奶糖250g,不二家奶糖特价批发250g散装进口喜糖婚庆回礼年货休闲零食硬糖果,44.00元/500g,22,10.8,10.8,31.8,34,100,"1,080",45,104,41490361503,62844628,2015/1/22 14:43,点击查看,2010,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1421908980000&starts=1421304180000&item_id=41490361503&user_tag=404312064&old_quantity=5459&zhichong=true&sold_total_num=16&seller_num_id=518682042&dk=0&title=%B2%BB%B6%FE%BC%D2%C4%CC%CC%C7%CC%D8%BC%DB%C5%FA%B7%A2250g%C9%A2%D7%B0%BD%F8%BF%DA%CF%B2%CC%C7%BB%E9%C7%EC%BB%D8%C0%F1%C4%EA%BB%F5%D0%DD%CF%D0%C1%E3%CA%B3%D3%B2%CC%C7%B9%FB&sbn=a29021be021025e8c72257905a3d4090&isTKA=false&msc=1,品牌: 不二家,生产许可证编号:==产品标准号:==厂名:不二家(杭州)食品有限公司==厂址:杭州市萧山区瓜沥镇瓜港三路489号==厂家联系方式:059588002595==配料表:麦芽糖饴、白砂糖、炼乳、无水奶油、乳清蛋白粉、 稀奶油、食用盐、食用香精==储藏方法:置于阴凉干燥处==保质期:240==食品添加剂:麦芽糖饴、白砂糖、炼乳、无水奶油、乳清蛋白粉、 稀奶油、食用盐、食用香精==产品: 喜糖==包装方式: 散装==商品条形码: 6937451811029==重量(g): 250==品牌: 不二家==系列: 香醇牛奶硬质型奶糖250g==是否含糖: 含糖==产地: 中国大陆==省份: 广东省==城市: 广州市==口味: 综合果味==是否为有机食品: 否==,,,,,
淘宝,lyhzxg,金牌卖家,2005/9/5,山东,威海,山东威海,脉田糖瓜,卖家未填,250,卖家未填,卖家未填,卖家未填,九年老店宫庭灶糖正宗威海特产脉田糖瓜麦芽麻糖关东糖饴糖果年货,40.00元/500g,20,12,12,38.6,28,90,"1,080",36,167,36705817444,33253214,2015/1/22 14:09,点击查看,2005,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1421906994000&starts=1421302194000&item_id=36705817444&user_tag=72421392&old_quantity=8828&zhichong=true&sold_total_num=16&seller_num_id=25033356&dk=0&title=%BE%C5%C4%EA%C0%CF%B5%EA%B9%AC%CD%A5%D4%EE%CC%C7%D5%FD%D7%DA%CD%FE%BA%A3%CC%D8%B2%FA%C2%F6%CC%EF%CC%C7%B9%CF%C2%F3%D1%BF%C2%E9%CC%C7%B9%D8%B6%AB%CC%C7%E2%C2%CC%C7%B9%FB%C4%EA%BB%F5&sbn=056c2c1ae2f3377ad29372cea898f4cd&isTKA=false&msc=1,品牌: 脉田糖瓜,生产许可证编号:==产品标准号:==厂名:==厂址:山东省威海文登高村脉田==厂家联系方式:13616308668==配料表:大米 麦芽==储藏方法:干燥最好冷冻风味更佳==保质期:90==食品添加剂:无==包装方式: 散装==品牌: 脉田糖瓜==重量(g): 250==是否为有机食品: 是==产地: 中国大陆==省份: 山东省==城市: 威海市==,,,,,
淘宝,自有境界,钻级卖家,2014/5/15,浙江,金华,浙江金华,海太,卖家未填,76,卖家未填,卖家未填,代餐饼干,年货蔓越莓魔芋减肥食品减肥饼干饱腹代餐无糖瘦身减肥零食品小吃,122.37元/500g,18.6,,18.6,36,30,58,"1,079",131,490,39351751325,110900419,2015/1/28 13:01,点击查看,2014,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1422421269000&starts=1421816469000&item_id=39351751325&user_tag=341331968&old_quantity=364&zhichong=true&sold_total_num=16&seller_num_id=735476687&dk=0&title=%C4%EA%BB%F5%C2%FB%D4%BD%DD%AE%C4%A7%D3%F3%BC%F5%B7%CA%CA%B3%C6%B7%BC%F5%B7%CA%B1%FD%B8%C9%B1%A5%B8%B9%B4%FA%B2%CD%CE%DE%CC%C7%CA%DD%C9%ED%BC%F5%B7%CA%C1%E3%CA%B3%C6%B7%D0%A1%B3%D4&sbn=f1e8c6189ff00c228161486645d9e2e1&isTKA=false&msc=1,品牌: 海太,生产许可证编号:==产品标准号:==厂名:上海北连生物科技有限公司==厂址:上海市奉贤区星火开发区白沙路88号==厂家联系方式:0769-23121573==配料表:小麦粉 奶酪 膳食纤维素==储藏方法:==保质期:365==食品添加剂:无==包装方式: 包装==重量(g): 76==糕点种类: 营养饼干==品牌: 海太==系列: 代餐饼干==热销系列: 组合系列==是否含糖: 无糖==是否为有机食品: 是==产地: 韩国==,,,,,
淘宝,自由飞翔1018,钻级卖家,2006/12/22,上海,上海,上海,巧洛伊,夹心巧克力,280,手工,其他/other,卖家未填,定制   情人节年货巧克力礼盒装纯脂diy手工刻字德芙表白巧克力生日礼物,123.21元/500g,69,29.9,29.9,43.1,25,36,"1,076",271,627,42245693593,34151332,2015/1/27 6:55,点击查看,2006,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1422312904000&starts=1421708104000&item_id=42245693593&user_tag=471420944&old_quantity=3838&zhichong=true&sold_total_num=16&seller_num_id=27111158&dk=0&title=%C7%E9%C8%CB%BD%DA%C4%EA%BB%F5%C7%C9%BF%CB%C1%A6%C0%F1%BA%D0%D7%B0%B4%BF%D6%ACdiy%CA%D6%B9%A4%BF%CC%D7%D6%B5%C2%DC%BD%B1%ED%B0%D7%C7%C9%BF%CB%C1%A6%C9%FA%C8%D5%C0%F1%CE%EF&sbn=c215e1a93414604822eec529d74c9298&isTKA=false&msc=1,品牌: 巧洛伊,生产许可证编号:311513010231==产品标准号:SB/T 10402-2006==厂名:茱圣吉食品(上海)有限公司==厂址:上海市浦东新区宣桥镇宣秋路139号4幢3-4楼==厂家联系方式:021-60644395==配料表:可可粉，奶粉，进口牛奶，可可脂==储藏方法:冷藏==保质期:90==食品添加剂:大豆卵磷脂，香兰素==包装方式: 包装==包装种类: 礼盒装==品牌: 巧洛伊==商品条形码: 6930782100886==重量(g): 280==巧克力品类: 夹心巧克力==巧克力价格: 50-80元==是否含糖: 含糖==产地: 中国大陆==省份: 上海==是否含有代可可脂: 否==成分含量: 31%(含)-60%(含)==巧克力制作工艺: 手工==形状: 其他/other==,,,,,
淘宝,克拉心,皇冠卖家,2011/7/14,上海,上海,上海,台湾罗汉果,卖家未填,200,卖家未填,卖家未填,枇杷糖,年货 台湾特产 罗汉果蜜炼枇杷糖 清凉润喉糖 古法炼制 糖果,50.00元/500g,20,16,16,20.6,52,67,"1,072",,,12294271561,67852588,2015/1/22 12:00,点击查看,2011,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1421899220000&starts=1421294420000&item_id=12294271561&user_tag=336949248&old_quantity=99009&zhichong=true&sold_total_num=16&seller_num_id=404632209&dk=0&title=%C4%EA%BB%F5+%CC%A8%CD%E5%CC%D8%B2%FA+%C2%DE%BA%BA%B9%FB%C3%DB%C1%B6%E8%C1%E8%CB%CC%C7+%C7%E5%C1%B9%C8%F3%BA%ED%CC%C7+%B9%C5%B7%A8%C1%B6%D6%C6+%CC%C7%B9%FB&sbn=e639841206ad6e0366fc95b23b889e2d&isTKA=false&msc=1,品牌: 台湾罗汉果,生产许可证编号:==产品标准号:==厂名:沛津有限公司==厂址:台北县新庄市中山路一段109号六楼之2==厂家联系方式:02-85227015==配料表:砂糖，麦芽，焦糖，枇杷香精，罗汉果，薄荷脑，杏仁==储藏方法:请放置和保存在干燥的地方==保质期:720==食品添加剂:无==产品: 其他/other==包装方式: 包装==包装种类: 盒装==重量(g): 200==品牌: 台湾罗汉果==系列: 枇杷糖==产地: 港澳台==港澳台: 台湾省==,,,,,
天猫,零食屋食品专营店,天猫卖家,,北京,北京,北京,口水娃,卖家未填,500,卖家未填,卖家未填,锅巴,2份包邮 口水娃锅巴500g休闲食品小吃膨化饼干年货零食大礼包特价,"满68元,包邮",25,9.9,9.9,26.1,41,108,"1,069",76,39,41485691267,107322801,,点击查看,1900,,,品牌:?口水娃,生产许可证编号:320512010056==产品标准号:GB/T22699==厂名:苏州口水娃食品有限公司==厂址:太仓市双凤镇新湖区建业路6号==厂家联系方式:4000817517==配料表:大米、小麦粉、玉米粉、植物油、食用盐、白砂糖、味精、香辛料、牛肉粉、二氧化硅、食用香精储==储藏方法:低温干燥密封储藏==保质期:300 天==产品名称:口水娃 锅巴 散称500G==包装方式:散装==品牌:口水娃==系列:锅巴==规格:散称500G==膨化食品种类:锅巴==重量(g):500==是否含糖:含糖==产地:中国大陆==省份:上海==口味:牛肉味烤肉味香辣味番茄味==,,,,,
淘宝,tb_7623273,钻级卖家,2013/2/21,广西,南宁,广西南宁,91度食品,白巧克力,300,手工,其他/other,卖家未填,定制   新年年货生日情人节礼物创意定制diy夹心刻字巧克力礼盒装表白,91.67元/500g,55,27.39,27.39,39.6,27,39,"1,068",16,37,37114872365,102290327,2015/1/27 23:55,点击查看,2013,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1422374150000&starts=1421769350000&item_id=37114872365&user_tag=475615232&old_quantity=1498&zhichong=true&sold_total_num=16&seller_num_id=522289195&dk=0&title=%D0%C2%C4%EA%C4%EA%BB%F5%C9%FA%C8%D5%C7%E9%C8%CB%BD%DA%C0%F1%CE%EF%B4%B4%D2%E2%B6%A8%D6%C6diy%BC%D0%D0%C4%BF%CC%D7%D6%C7%C9%BF%CB%C1%A6%C0%F1%BA%D0%D7%B0%B1%ED%B0%D7&sbn=d6aa86b6afe765c2c82412286130a5db&isTKA=false&msc=1,品牌: 91度食品,"生产许可证编号:440703070317==产品标准号:1002891821==厂名:91度食品==厂址:广西南宁市江南区星光大道223号星光大厦2-529==厂家联系方式:0771- 4307246==配料表:牛奶巧克力30%,榛子28.5%,白砂糖，植物油，低脂可可粉，食盐==储藏方法:储放于25°C以下阴凉干燥处==保质期:180==食品添加剂:无==包装方式: 包装==包装种类: 礼盒装==品牌: 91度食品==商品条形码: 1063==重量(g): 300==巧克力品类: 白巧克力==巧克力价格: 80-100元==是否含糖: 含糖==产地: 中国大陆==省份: 广西壮族自治区==城市: 南宁市==是否含有代可可脂: 否==成分含量: 31%(含)-60%(含)==巧克力制作工艺: 手工==形状: 其他/other==",,,,,
淘宝,河南永嘉商贸,皇冠卖家,2009/12/7,河南,焦作,河南焦作,GOLDEN CROWN/金冠,卖家未填,468,卖家未填,卖家未填,黑糖话梅糖,结婚喜糖 金冠黑糖话梅零食品糖果奶糖年货团购468g毛重简装500g,25.43元/500g,23.8,21.8,21.8,42.7,25,49,"1,068",9,208,14210351808,60040168,2015/1/24 21:10,点击查看,2009,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1422105000000&starts=1421500200000&item_id=14210351808&user_tag=404246528&old_quantity=2817&zhichong=true&sold_total_num=16&seller_num_id=353619842&dk=0&title=%BD%E1%BB%E9%CF%B2%CC%C7+%BD%F0%B9%DA%BA%DA%CC%C7%BB%B0%C3%B7%C1%E3%CA%B3%C6%B7%CC%C7%B9%FB%C4%CC%CC%C7%C4%EA%BB%F5%CD%C5%B9%BA468g%C3%AB%D6%D8%BC%F2%D7%B0500g&sbn=38cbb68509e5d2ed3861e01d744712f6&isTKA=false&msc=1,品牌: 金冠,生产许可证编号:350513010124==产品标准号:==厂名:金冠（中国）食品有限公司==厂址:晋江市新塘街道湖格工业区==厂家联系方式:18348219666==配料表:白砂糖，赤砂糖，话梅干等==储藏方法:常温保存==保质期:365==食品添加剂:无==产品名称:金冠 黑糖话梅糖 468克==产品: 其他/other==包装方式: 包装==包装种类: 袋装==商品条形码: 6905336908034==重量(g): 468==品牌: 金冠==系列: 黑糖话梅糖==规格: 468克==是否含糖: 含糖==产地: 中国大陆==省份: 福建省==城市: 泉州市==是否为有机食品: 否==,,,,,
天猫超市,天猫超市,天猫超市,,上海,上海,上海,HOW CHIAO/好乔,卖家未填,卖家未填,卖家未填,卖家未填,卖家未填,【天猫超市】台湾进口 HOW CHIAO/好乔赤砂黑糖饼干300g 年货零食,,88,24.8,24.8,36.8,29,43,"1,066",132,34,41001424882,101717810,,点击查看,1900,,,HOW CHIAO/好乔,,,,,,
淘宝,广州市信慧贸易有限公司,金牌卖家,2012/8/13,广东,广州,广东广州,edo pack,卖家未填,518,卖家未填,卖家未填,518g苏打饼干,进口零食EDO pack海苔苏打饼干 咸苏打饼干518g年货装2盒礼包包邮,27.99元/500g,29,26,26,48.5,22,41,"1,066",17,39,40191903146,73202691,2015/1/22 12:53,点击查看,2012,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1421902436000&starts=1421297636000&item_id=40191903146&user_tag=471683072&old_quantity=725&zhichong=true&sold_total_num=16&seller_num_id=1020344515&dk=0&title=%BD%F8%BF%DA%C1%E3%CA%B3EDO+pack%BA%A3%CC%A6%CB%D5%B4%F2%B1%FD%B8%C9+%CF%CC%CB%D5%B4%F2%B1%FD%B8%C9518g%C4%EA%BB%F5%D7%B02%BA%D0%C0%F1%B0%FC%B0%FC%D3%CA&sbn=3a543f118744f60e8971253f2e75cc75&isTKA=false&msc=1,品牌: edo pack,生产许可证编号:441908011743==产品标准号:GB/T20980==厂名:广东新盟食品有限公司==厂址:东莞市茶山镇增埗村卢屋鲤鱼山工业区==厂家联系方式:852 26142728==配料表:小麦粉，食用棕榈油，淀粉，海苔，食用盐，酵母，白砂糖，食品添加剂==储藏方法:阴凉干燥处==保质期:365==食品添加剂:碳酸氢钠，磷酸氢钙==包装方式: 包装==商品条形码: 4895058315505==重量(g): 518==糕点种类: 苏打饼干==品牌: edo pack==系列: 518g苏打饼干==产地: 中国大陆==省份: 广东省==,,,,,
天猫,好邻居旗舰店,天猫卖家,,北京,北京,北京,Hollygee/好邻居,卖家未填,250,卖家未填,卖家未填,棉花多口味,好邻居 夹心水果棉花糖散装250g 软糖果喜糖果 喜庆年货食品,"满39元,包邮；满99元,包邮,赠:金吻2个(不重复)",25.9,9.9,9.9,27.2,39,107,"1,059",1077,558,20701736945,71413141,,点击查看,1900,,,品牌:?Hollygee/好邻居,生产许可证编号:350513010006==产品标准号:SB/T10104==厂名:福建省好邻居食品工业有限公司==厂址:晋江市罗山街道办事处苏前==厂家联系方式:0595-36359688==配料表:葡萄糖浆、白砂糖、水、食品添加剂（琼脂、明胶、柠檬黄、亮蓝==储藏方法:置于阴凉干燥处==保质期:270 天==食品添加剂:琼脂、明胶、柠檬黄、亮蓝==产品:软糖==包装方式:散装==商品条形码:0000000000000==重量(g):250==品牌:Hollygee/好邻居==系列:棉花多口味==是否含糖:含糖==产地:中国大陆==省份:福建省==城市:泉州市==口味:草莓味香橙味苹果味其他==,,,,,
天猫,妙香亨食品专营店,天猫卖家,,北京,北京,北京,口水娃,卖家未填,500,卖家未填,卖家未填,三角塔散称500克,2份包邮 口水娃三角塔V字脆500g 尖香脆角休闲膨化年货零食品小吃,"满68元,包邮",49,9.9,9.9,29.4,36,107,"1,059",61,27,41824426469,72635909,,点击查看,1900,,,品牌:?口水娃,生产许可证编号:320512010056==产品标准号:GB/T22699==厂名:苏州口水娃食品有限公司==厂址:太仓市双凤镇新湖区建业路6号==厂家联系方式:4000817517==配料表:小麦粉，大米，马铃薯淀粉，植物油，白砂糖，食用盐，香辛料，味精==储藏方法:请置于阴凉干燥处==保质期:300 天==产品名称:口水娃 三角塔散称500克==包装方式:包装==品牌:口水娃==系列:三角塔散称500克==膨化食品种类:锅巴==重量(g):500==是否含糖:含糖==产地:中国大陆==省份:江苏省==口味:混合口味牛肉味紫薯味香辣味番茄味==,,,,,
天猫,清清食品专营店,天猫卖家,,安徽,六安,安徽六安,CHARACTER/品格,卖家未填,338,卖家未填,卖家未填,香脆燕麦巧克力338g,燕麦糖喜糖果零食喜糖年货食品特产品格燕麦片巧克力低糖338g,,18,8.9,8.9,26.3,40,118,"1,050",28,17,42856796187,72266008,,点击查看,1900,,,品牌:?CHARACTER/品格,生产许可证编号:340207010168==产品标准号:SB/T10402==厂名:芜湖品格营养品有限公司==厂址:安徽省芜湖市三山区芜湖绿色食品经济开发区==厂家联系方式:4007327878==配料表:燕麦片，白砂糖，玉米淀粉，奶粉，乳糖，植物油==储藏方法:存放阴凉干燥处==保质期:365 天==食品添加剂:详情见包装==产品名称:CHARACTER/品格 香脆燕麦...==产品:喜糖==包装方式:包装==包装种类:袋装==重量(g):338==品牌:CHARACTER/品格==系列:香脆燕麦巧克力338g==是否含糖:含糖==产地:中国大陆==省份:安徽省==城市:芜湖市==口味:原味玉米味==是否为有机食品:否==,,,,,
